Year of Date,Month of Date,Measure Names,Site,Measure Values
2018,February,Average DO (mg/L),Site 05,11.77666667
2018,December,Average DO (mg/L),Site 04,11.46666667
2018,November,Average DO (mg/L),Site 04,12.05666667
2018,October,Average DO (mg/L),Site 04,9.75
2018,September,Average DO (mg/L),Site 04,10.98333333
2018,August,Average DO (mg/L),Site 04,10.55333333
2018,July,Average DO (mg/L),Site 04,9.926666667
2018,June,Average DO (mg/L),Site 04,9.746666667
2018,May,Average DO (mg/L),Site 04,
2018,April,Average DO (mg/L),Site 04,10.62
2018,March,Average DO (mg/L),Site 04,12.35
2018,February,Average DO (mg/L),Site 04,11.94
2018,January,Average DO (mg/L),Site 04,11.54666667
2018,December,Average DO (mg/L),Site 03,11.66333333
2018,November,Average DO (mg/L),Site 03,11.51333333
2018,October,Average DO (mg/L),Site 03,10.71333333
2018,September,Average DO (mg/L),Site 03,11.30666667
2018,August,Average DO (mg/L),Site 03,10.22333333
2018,July,Average DO (mg/L),Site 03,9.963333333
2018,June,Average DO (mg/L),Site 03,9.886666667
2018,May,Average DO (mg/L),Site 03,
2018,April,Average DO (mg/L),Site 03,10.65333333
2018,February,Average DO (mg/L),Site 03,11.86
2018,January,Average DO (mg/L),Site 03,11.04333333
2018,December,Average DO (mg/L),Site 02,11.34
2018,November,Average DO (mg/L),Site 02,11.09666667
2018,October,Average DO (mg/L),Site 02,10.46333333
2018,September,Average DO (mg/L),Site 02,10.00333333
2018,August,Average DO (mg/L),Site 02,10.21
2018,July,Average DO (mg/L),Site 02,10.08666667
2018,June,Average DO (mg/L),Site 02,10.50333333
2018,April,Average DO (mg/L),Site 02,10.03333333
2018,November,Average DO (mg/L),Site 01,10.79
2018,October,Average DO (mg/L),Site 01,10.33
2018,September,Average DO (mg/L),Site 01,10.75
2018,August,Average DO (mg/L),Site 01,9.37
2018,July,Average DO (mg/L),Site 01,9.563333333
2018,June,Average DO (mg/L),Site 01,10.61333333
2018,November,Average DO (mg/L),Oregon Creek: Reference Site,10.06333333
2018,June,Average DO (mg/L),Oregon Creek: Reference Site,9.47
2018,October,Average DO (mg/L),Dry Creek Reference Site,9.743333333
2018,June,Average DO (mg/L),Dry Creek Reference Site,11.49666667
2018,December,Average DO%,Site 18 LWW Weir,94.5
2018,November,Average DO%,Site 18 LWW Weir,84.13333333
2018,September,Average DO%,Site 18 LWW Weir,79.2
2018,August,Average DO%,Site 18 LWW Weir,75.6
2018,July,Average DO%,Site 18 LWW Weir,106.8666667
2018,May,Average DO%,Site 18 LWW Weir,100.4333333
2018,March,Average DO%,Site 18 LWW Weir,95.36666667
2018,February,Average DO%,Site 18 LWW Weir,102.9333333
2018,January,Average DO%,Site 18 LWW Weir,103.0666667
2018,December,Average DO%,Site 17,97.63333333
2018,November,Average DO%,Site 17,96.4
2018,October,Average DO%,Site 17,92.4
2018,September,Average DO%,Site 17,112.2666667
2018,August,Average DO%,Site 17,118.1333333
2018,July,Average DO%,Site 17,108.0333333
2018,June,Average DO%,Site 17,101.1
2018,May,Average DO%,Site 17,118.8
2018,April,Average DO%,Site 17,113.4666667
2018,March,Average DO%,Site 17,92.46666667
2018,February,Average DO%,Site 17,99.76666667
2018,January,Average DO%,Site 17,101.5
2018,December,Average DO%,Site 16,102.0666667
2018,November,Average DO%,Site 16,91.93333333
2018,October,Average DO%,Site 16,109.1333333
2018,September,Average DO%,Site 16,96.46666667
2018,August,Average DO%,Site 16,91.73333333
2018,July,Average DO%,Site 16,93.7
2018,June,Average DO%,Site 16,205.2666666
2018,February,Average DO%,Site 16,103.7666667
2018,December,Average DO%,Site 15,96.53333333
2018,November,Average DO%,Site 15,94.90333333
2018,October,Average DO%,Site 15,87.86666667
2018,September,Average DO%,Site 15,98.16666667
2018,August,Average DO%,Site 15,94.9
2018,July,Average DO%,Site 15,102.5333333
2018,June,Average DO%,Site 15,107
2018,April,Average DO%,Site 15,100.0666667
2018,February,Average DO%,Site 15,103.1666667
2018,February,Average DO%,Site 14,110.5666667
2018,December,Average DO%,Site 13,84.4
2018,November,Average DO%,Site 13,89.5
2018,October,Average DO%,Site 13,81.6
2018,September,Average DO%,Site 13,89.36666667
2018,August,Average DO%,Site 13,77.73333333
2018,July,Average DO%,Site 13,91.66666667
2018,June,Average DO%,Site 13,94.73333333
2018,May,Average DO%,Site 13,96.7
2018,April,Average DO%,Site 13,97.16666667
2018,March,Average DO%,Site 13,95.46666667
2018,February,Average DO%,Site 13,89.33333333
2018,January,Average DO%,Site 13,93.76666667
2018,December,Average DO%,Site 12,104.3666667
2018,November,Average DO%,Site 12,91.2
2018,October,Average DO%,Site 12,93.03333333
2018,September,Average DO%,Site 12,94.7
2018,August,Average DO%,Site 12,99.6
2018,July,Average DO%,Site 12,94.8
2018,June,Average DO%,Site 12,97.46666667
2018,May,Average DO%,Site 12,101.3333333
2018,April,Average DO%,Site 12,96.33333333
2018,March,Average DO%,Site 12,95.33333333
2018,February,Average DO%,Site 12,94.63333333
2018,January,Average DO%,Site 12,99.06666667
2018,December,Average DO%,Site 11,91.83333333
2018,November,Average DO%,Site 11,82.26666667
2018,October,Average DO%,Site 11,92.6
2018,September,Average DO%,Site 11,83.76666667
2018,August,Average DO%,Site 11,82.06666667
2018,July,Average DO%,Site 11,87.63333333
2018,June,Average DO%,Site 11,92.6
2018,May,Average DO%,Site 11,97.53333333
2018,April,Average DO%,Site 11,101.5666667
2018,March,Average DO%,Site 11,91.1
2018,February,Average DO%,Site 11,88.16666667
2018,January,Average DO%,Site 11,97.35
2018,December,Average DO%,Site 10,196.50000003
2018,November,Average DO%,Site 10,107.0333333
2018,September,Average DO%,Site 10,105.1666667
2018,August,Average DO%,Site 10,106.1333333
2018,July,Average DO%,Site 10,115.8333333
2018,June,Average DO%,Site 10,107.9333333
2018,April,Average DO%,Site 10,96.96666667
2018,March,Average DO%,Site 10,105.6666667
2018,February,Average DO%,Site 10,106.2333333
2018,December,Average DO%,Site 09,100.3666667
2018,November,Average DO%,Site 09,100.7
2018,October,Average DO%,Site 09,98.43333333
2018,September,Average DO%,Site 09,90.56666667
2018,August,Average DO%,Site 09,102.3
2018,July,Average DO%,Site 09,105.2666667
2018,June,Average DO%,Site 09,108.0333333
2018,April,Average DO%,Site 09,103.8333333
2018,February,Average DO%,Site 09,101.3333333
2018,December,Average DO%,Site 08,96.46666667
2018,November,Average DO%,Site 08,103.7
2018,October,Average DO%,Site 08,99.26666667
2018,September,Average DO%,Site 08,113.7
2018,August,Average DO%,Site 08,106.2666667
2018,July,Average DO%,Site 08,101.1666667
2018,June,Average DO%,Site 08,239.1333334
2018,April,Average DO%,Site 08,98.93333333
2018,February,Average DO%,Site 08,103.8666667
2018,December,Average DO%,Site 07,108.7666667
2018,November,Average DO%,Site 07,101.5666667
2018,September,Average DO%,Site 07,109.3666667
2018,August,Average DO%,Site 07,99.66666667
2018,July,Average DO%,Site 07,107
2018,June,Average DO%,Site 07,99
2018,May,Average DO%,Site 07,104.7666667
2018,April,Average DO%,Site 07,88.9
2018,March,Average DO%,Site 07,99.46666667
2018,February,Average DO%,Site 07,101.4
2018,January,Average DO%,Site 07,108.8333333
2018,December,Average DO%,Site 06,110.5666667
2018,November,Average DO%,Site 06,92.7
2018,September,Average DO%,Site 06,86.63333333
2018,August,Average DO%,Site 06,94.1
2018,July,Average DO%,Site 06,88.33333333
2018,June,Average DO%,Site 06,181.13333334
2018,April,Average DO%,Site 06,98.36666667
2018,February,Average DO%,Site 06,99.2
2018,December,Average DO%,Site 05,89.6
2018,November,Average DO%,Site 05,103.0666667
2018,October,Average DO%,Site 05,87.13333333
2018,September,Average DO%,Site 05,100.0666667
2018,August,Average DO%,Site 05,80.23333333
2018,July,Average DO%,Site 05,91.46666667
2018,June,Average DO%,Site 05,96.76666667
2018,April,Average DO%,Site 05,97.9
2018,February,Average DO%,Site 05,101.4333333
2018,December,Average DO%,Site 04,98.86666667
2018,November,Average DO%,Site 04,104.4666667
2018,October,Average DO%,Site 04,93.3
2018,September,Average DO%,Site 04,100.4
2018,August,Average DO%,Site 04,109.1666667
2018,July,Average DO%,Site 04,105.6
2018,June,Average DO%,Site 04,106.7
2018,May,Average DO%,Site 04,
2018,April,Average DO%,Site 04,104.0666667
2018,March,Average DO%,Site 04,112.5666667
2018,February,Average DO%,Site 04,103.1666667
2018,January,Average DO%,Site 04,106.5
2018,December,Average DO%,Site 03,100.8
2018,November,Average DO%,Site 03,98.1
2018,October,Average DO%,Site 03,101.4
2018,September,Average DO%,Site 03,101.8666667
2018,August,Average DO%,Site 03,106.7666667
2018,July,Average DO%,Site 03,103.9333333
2018,June,Average DO%,Site 03,105.8666667
2018,May,Average DO%,Site 03,
2018,April,Average DO%,Site 03,104.3333333
2018,February,Average DO%,Site 03,102.2666667
2018,January,Average DO%,Site 03,101.1333333
2018,December,Average DO%,Site 02,99.1
2018,November,Average DO%,Site 02,96.16666667
2018,October,Average DO%,Site 02,99.96666667
2018,September,Average DO%,Site 02,102.3666667
2018,August,Average DO%,Site 02,94.25
2018,July,Average DO%,Site 02,105.5666667
2018,June,Average DO%,Site 02,106.2666667
2018,April,Average DO%,Site 02,99.7
2018,November,Average DO%,Site 01,100.7
2018,October,Average DO%,Site 01,103.0333333
2018,September,Average DO%,Site 01,115.8666667
2018,August,Average DO%,Site 01,104.0666667
2018,July,Average DO%,Site 01,105.8
2018,June,Average DO%,Site 01,108.1333333
2018,November,Average DO%,Oregon Creek: Reference Site,94.03333333
2018,June,Average DO%,Oregon Creek: Reference Site,104.1333333
2018,October,Average DO%,Dry Creek Reference Site,95.13333333
2018,June,Average DO%,Dry Creek Reference Site,110.2666667
2018,December,Average H2O temperature (Celcius),Site 18 LWW Weir,8.733333333
2018,November,Average H2O temperature (Celcius),Site 18 LWW Weir,7.233333333
2018,September,Average H2O temperature (Celcius),Site 18 LWW Weir,20.9
2018,August,Average H2O temperature (Celcius),Site 18 LWW Weir,22.81666667
2018,July,Average H2O temperature (Celcius),Site 18 LWW Weir,26.9
2018,May,Average H2O temperature (Celcius),Site 18 LWW Weir,20.525
2018,March,Average H2O temperature (Celcius),Site 18 LWW Weir,8.85
2018,February,Average H2O temperature (Celcius),Site 18 LWW Weir,9.8
2018,January,Average H2O temperature (Celcius),Site 18 LWW Weir,7.7
2018,December,Average H2O temperature (Celcius),Site 17,6.3
2018,November,Average H2O temperature (Celcius),Site 17,6.3
2018,October,Average H2O temperature (Celcius),Site 17,9.95
2018,September,Average H2O temperature (Celcius),Site 17,13.5
2018,August,Average H2O temperature (Celcius),Site 17,16.25
2018,July,Average H2O temperature (Celcius),Site 17,17.1
2018,June,Average H2O temperature (Celcius),Site 17,14.9
2018,May,Average H2O temperature (Celcius),Site 17,12.23333333
2018,April,Average H2O temperature (Celcius),Site 17,10.3
2018,March,Average H2O temperature (Celcius),Site 17,7.95
2018,February,Average H2O temperature (Celcius),Site 17,5.733333333
2018,January,Average H2O temperature (Celcius),Site 17,8.7
2018,December,Average H2O temperature (Celcius),Site 16,5.25
2018,November,Average H2O temperature (Celcius),Site 16,6.3
2018,October,Average H2O temperature (Celcius),Site 16,14.18333333
2018,September,Average H2O temperature (Celcius),Site 16,19.7
2018,August,Average H2O temperature (Celcius),Site 16,22.7
2018,July,Average H2O temperature (Celcius),Site 16,24.58333333
2018,June,Average H2O temperature (Celcius),Site 16,33.83333334
2018,February,Average H2O temperature (Celcius),Site 16,7.05
2018,December,Average H2O temperature (Celcius),Site 15,6.716666667
2018,November,Average H2O temperature (Celcius),Site 15,5.1
2018,October,Average H2O temperature (Celcius),Site 15,12.5
2018,September,Average H2O temperature (Celcius),Site 15,15.48333333
2018,August,Average H2O temperature (Celcius),Site 15,18.53333333
2018,July,Average H2O temperature (Celcius),Site 15,21.1
2018,June,Average H2O temperature (Celcius),Site 15,16.15
2018,April,Average H2O temperature (Celcius),Site 15,10.9
2018,February,Average H2O temperature (Celcius),Site 15,7.4
2018,February,Average H2O temperature (Celcius),Site 14,8.4
2018,December,Average H2O temperature (Celcius),Site 13,5.7
2018,November,Average H2O temperature (Celcius),Site 13,5.6
2018,October,Average H2O temperature (Celcius),Site 13,8.666666667
2018,September,Average H2O temperature (Celcius),Site 13,11.2
2018,August,Average H2O temperature (Celcius),Site 13,14.3
2018,July,Average H2O temperature (Celcius),Site 13,14.6
2018,June,Average H2O temperature (Celcius),Site 13,12.93333333
2018,May,Average H2O temperature (Celcius),Site 13,11.4
2018,April,Average H2O temperature (Celcius),Site 13,9.85
2018,March,Average H2O temperature (Celcius),Site 13,7.4
2018,February,Average H2O temperature (Celcius),Site 13,5.683333333
2018,January,Average H2O temperature (Celcius),Site 13,8.2
2018,December,Average H2O temperature (Celcius),Site 12,5.65
2018,November,Average H2O temperature (Celcius),Site 12,5.816666667
2018,October,Average H2O temperature (Celcius),Site 12,9.55
2018,September,Average H2O temperature (Celcius),Site 12,12.75
2018,August,Average H2O temperature (Celcius),Site 12,15.15
2018,July,Average H2O temperature (Celcius),Site 12,15.3
2018,June,Average H2O temperature (Celcius),Site 12,13.65
2018,May,Average H2O temperature (Celcius),Site 12,11.7
2018,April,Average H2O temperature (Celcius),Site 12,9.95
2018,March,Average H2O temperature (Celcius),Site 12,7.45
2018,February,Average H2O temperature (Celcius),Site 12,5.4
2018,January,Average H2O temperature (Celcius),Site 12,8.3
2018,December,Average H2O temperature (Celcius),Site 11,5.8
2018,November,Average H2O temperature (Celcius),Site 11,5.55
2018,October,Average H2O temperature (Celcius),Site 11,8.666666667
2018,September,Average H2O temperature (Celcius),Site 11,12.85
2018,August,Average H2O temperature (Celcius),Site 11,15.55
2018,July,Average H2O temperature (Celcius),Site 11,15.8
2018,June,Average H2O temperature (Celcius),Site 11,13.4
2018,May,Average H2O temperature (Celcius),Site 11,11.6
2018,April,Average H2O temperature (Celcius),Site 11,10
2018,March,Average H2O temperature (Celcius),Site 11,7.45
2018,February,Average H2O temperature (Celcius),Site 11,6.4
2018,January,Average H2O temperature (Celcius),Site 11,8.55
2018,December,Average H2O temperature (Celcius),Site 10,10.25
2018,November,Average H2O temperature (Celcius),Site 10,5.883333333
2018,September,Average H2O temperature (Celcius),Site 10,17.7
2018,August,Average H2O temperature (Celcius),Site 10,21.65
2018,July,Average H2O temperature (Celcius),Site 10,24.98333333
2018,June,Average H2O temperature (Celcius),Site 10,21.85
2018,April,Average H2O temperature (Celcius),Site 10,12.61666667
2018,March,Average H2O temperature (Celcius),Site 10,10.5
2018,February,Average H2O temperature (Celcius),Site 10,9.05
2018,December,Average H2O temperature (Celcius),Site 09,6.1
2018,November,Average H2O temperature (Celcius),Site 09,6.3
2018,October,Average H2O temperature (Celcius),Site 09,14.73333333
2018,September,Average H2O temperature (Celcius),Site 09,18.96666667
2018,August,Average H2O temperature (Celcius),Site 09,21.61666667
2018,July,Average H2O temperature (Celcius),Site 09,24.35
2018,June,Average H2O temperature (Celcius),Site 09,19.88333333
2018,April,Average H2O temperature (Celcius),Site 09,15.2
2018,February,Average H2O temperature (Celcius),Site 09,8.4
2018,December,Average H2O temperature (Celcius),Site 08,6.8
2018,November,Average H2O temperature (Celcius),Site 08,6.533333333
2018,October,Average H2O temperature (Celcius),Site 08,16.25
2018,September,Average H2O temperature (Celcius),Site 08,18.86666667
2018,August,Average H2O temperature (Celcius),Site 08,22.16666667
2018,July,Average H2O temperature (Celcius),Site 08,24.55
2018,June,Average H2O temperature (Celcius),Site 08,38.03333334
2018,April,Average H2O temperature (Celcius),Site 08,14.13333333
2018,February,Average H2O temperature (Celcius),Site 08,9.1
2018,December,Average H2O temperature (Celcius),Site 07,8.75
2018,November,Average H2O temperature (Celcius),Site 07,7.9
2018,September,Average H2O temperature (Celcius),Site 07,23.05
2018,August,Average H2O temperature (Celcius),Site 07,24.76666667
2018,July,Average H2O temperature (Celcius),Site 07,25.88333333
2018,June,Average H2O temperature (Celcius),Site 07,26.16666667
2018,May,Average H2O temperature (Celcius),Site 07,19.7
2018,April,Average H2O temperature (Celcius),Site 07,13.2
2018,March,Average H2O temperature (Celcius),Site 07,10.6
2018,February,Average H2O temperature (Celcius),Site 07,9.05
2018,January,Average H2O temperature (Celcius),Site 07,7.9
2018,December,Average H2O temperature (Celcius),Site 06,4.65
2018,November,Average H2O temperature (Celcius),Site 06,5.55
2018,September,Average H2O temperature (Celcius),Site 06,15.9
2018,August,Average H2O temperature (Celcius),Site 06,20.21666667
2018,July,Average H2O temperature (Celcius),Site 06,23.58333333
2018,June,Average H2O temperature (Celcius),Site 06,45.01666667
2018,April,Average H2O temperature (Celcius),Site 06,9.15
2018,February,Average H2O temperature (Celcius),Site 06,4.9
2018,December,Average H2O temperature (Celcius),Site 05,5.366666667
2018,November,Average H2O temperature (Celcius),Site 05,3.9
2018,October,Average H2O temperature (Celcius),Site 05,10.25
2018,September,Average H2O temperature (Celcius),Site 05,13.2
2018,August,Average H2O temperature (Celcius),Site 05,15.3
2018,July,Average H2O temperature (Celcius),Site 05,17.8
2018,June,Average H2O temperature (Celcius),Site 05,13.3
2018,April,Average H2O temperature (Celcius),Site 05,10.05
2018,February,Average H2O temperature (Celcius),Site 05,5.75
2018,December,Average H2O temperature (Celcius),Site 04,5.8
2018,November,Average H2O temperature (Celcius),Site 04,6.25
2018,October,Average H2O temperature (Celcius),Site 04,9.75
2018,September,Average H2O temperature (Celcius),Site 04,11.4
2018,August,Average H2O temperature (Celcius),Site 04,13.1
2018,July,Average H2O temperature (Celcius),Site 04,14.55
2018,June,Average H2O temperature (Celcius),Site 04,15.7
2018,May,Average H2O temperature (Celcius),Site 04,12.1
2018,April,Average H2O temperature (Celcius),Site 04,10.75
2018,March,Average H2O temperature (Celcius),Site 04,7.7
2018,February,Average H2O temperature (Celcius),Site 04,5.74
2018,January,Average H2O temperature (Celcius),Site 04,8.7
2018,December,Average H2O temperature (Celcius),Site 03,5.8
2018,November,Average H2O temperature (Celcius),Site 03,5.45
2018,October,Average H2O temperature (Celcius),Site 03,9.3
2018,September,Average H2O temperature (Celcius),Site 03,10.76666667
2018,August,Average H2O temperature (Celcius),Site 03,13.41666667
2018,July,Average H2O temperature (Celcius),Site 03,13.45
2018,June,Average H2O temperature (Celcius),Site 03,14.53333333
2018,May,Average H2O temperature (Celcius),Site 03,11.8
2018,April,Average H2O temperature (Celcius),Site 03,10.5
2018,February,Average H2O temperature (Celcius),Site 03,5.55
2018,January,Average H2O temperature (Celcius),Site 03,8.2
2018,December,Average H2O temperature (Celcius),Site 02,6
2018,November,Average H2O temperature (Celcius),Site 02,5.916666667
2018,October,Average H2O temperature (Celcius),Site 02,9.55
2018,September,Average H2O temperature (Celcius),Site 02,12.3
2018,August,Average H2O temperature (Celcius),Site 02,11.15
2018,July,Average H2O temperature (Celcius),Site 02,13.4
2018,June,Average H2O temperature (Celcius),Site 02,11.8
2018,April,Average H2O temperature (Celcius),Site 02,11.1
2018,November,Average H2O temperature (Celcius),Site 01,7.5
2018,October,Average H2O temperature (Celcius),Site 01,10.65
2018,September,Average H2O temperature (Celcius),Site 01,13.6
2018,August,Average H2O temperature (Celcius),Site 01,15.4
2018,July,Average H2O temperature (Celcius),Site 01,15.01666667
2018,June,Average H2O temperature (Celcius),Site 01,10.83333333
2018,November,Average H2O temperature (Celcius),Oregon Creek: Reference Site,9.2
2018,June,Average H2O temperature (Celcius),Oregon Creek: Reference Site,16.1
2018,October,Average H2O temperature (Celcius),Dry Creek Reference Site,12.85
2018,June,Average H2O temperature (Celcius),Dry Creek Reference Site,13.45
2018,December,Average NO3 (ppm),Site 18 LWW Weir,0.046666667
2018,November,Average NO3 (ppm),Site 18 LWW Weir,0.02
2018,September,Average NO3 (ppm),Site 18 LWW Weir,0.003333333
2018,August,Average NO3 (ppm),Site 18 LWW Weir,0
2018,July,Average NO3 (ppm),Site 18 LWW Weir,0
2018,May,Average NO3 (ppm),Site 18 LWW Weir,0.003333333
2018,March,Average NO3 (ppm),Site 18 LWW Weir,0.036666667
2018,February,Average NO3 (ppm),Site 18 LWW Weir,0.09
2018,January,Average NO3 (ppm),Site 18 LWW Weir,0.206666667
2018,December,Average NO3 (ppm),Site 17,0.203333333
2018,November,Average NO3 (ppm),Site 17,0.166666667
2018,October,Average NO3 (ppm),Site 17,0.163333333
2018,September,Average NO3 (ppm),Site 17,0.243333333
2018,August,Average NO3 (ppm),Site 17,0.2
2018,July,Average NO3 (ppm),Site 17,0.27
2018,June,Average NO3 (ppm),Site 17,0.303333333
2018,May,Average NO3 (ppm),Site 17,0.133333333
2018,April,Average NO3 (ppm),Site 17,0.14
2018,March,Average NO3 (ppm),Site 17,0.213333333
2018,February,Average NO3 (ppm),Site 17,0.166666667
2018,January,Average NO3 (ppm),Site 17,0.25
2018,December,Average NO3 (ppm),Site 16,0.05
2018,November,Average NO3 (ppm),Site 16,0
2018,October,Average NO3 (ppm),Site 16,0.003333333
2018,September,Average NO3 (ppm),Site 16,0.01
2018,August,Average NO3 (ppm),Site 16,0
2018,July,Average NO3 (ppm),Site 16,0.023333333
2018,June,Average NO3 (ppm),Site 16,0.166666667
2018,February,Average NO3 (ppm),Site 16,0.19
2018,December,Average NO3 (ppm),Site 15,0.126666667
2018,November,Average NO3 (ppm),Site 15,0.036666667
2018,October,Average NO3 (ppm),Site 15,0
2018,September,Average NO3 (ppm),Site 15,0
2018,August,Average NO3 (ppm),Site 15,0
2018,July,Average NO3 (ppm),Site 15,0.026666667
2018,June,Average NO3 (ppm),Site 15,0.083333333
2018,April,Average NO3 (ppm),Site 15,0.17
2018,February,Average NO3 (ppm),Site 15,0.176666667
2018,February,Average NO3 (ppm),Site 14,0.13
2018,December,Average NO3 (ppm),Site 13,0.023333333
2018,November,Average NO3 (ppm),Site 13,0.026666667
2018,October,Average NO3 (ppm),Site 13,0.04
2018,September,Average NO3 (ppm),Site 13,0.02
2018,August,Average NO3 (ppm),Site 13,0.06
2018,July,Average NO3 (ppm),Site 13,0.053333333
2018,June,Average NO3 (ppm),Site 13,0.076666667
2018,May,Average NO3 (ppm),Site 13,0.023333333
2018,April,Average NO3 (ppm),Site 13,0.063333333
2018,March,Average NO3 (ppm),Site 13,0.033333333
2018,February,Average NO3 (ppm),Site 13,0.023333333
2018,January,Average NO3 (ppm),Site 13,0.026666667
2018,December,Average NO3 (ppm),Site 12,0.02
2018,November,Average NO3 (ppm),Site 12,0.033333333
2018,October,Average NO3 (ppm),Site 12,0.086666667
2018,September,Average NO3 (ppm),Site 12,0.123333333
2018,August,Average NO3 (ppm),Site 12,0.09
2018,July,Average NO3 (ppm),Site 12,0.163333333
2018,June,Average NO3 (ppm),Site 12,0.103333333
2018,May,Average NO3 (ppm),Site 12,0.063333333
2018,April,Average NO3 (ppm),Site 12,0.04
2018,March,Average NO3 (ppm),Site 12,0.053333333
2018,February,Average NO3 (ppm),Site 12,0.04
2018,January,Average NO3 (ppm),Site 12,0.08
2018,December,Average NO3 (ppm),Site 11,0.01
2018,November,Average NO3 (ppm),Site 11,0.09
2018,October,Average NO3 (ppm),Site 11,0.086666667
2018,September,Average NO3 (ppm),Site 11,0.153333333
2018,August,Average NO3 (ppm),Site 11,0.086666667
2018,July,Average NO3 (ppm),Site 11,0.143333333
2018,June,Average NO3 (ppm),Site 11,0.156666667
2018,May,Average NO3 (ppm),Site 11,0.05
2018,April,Average NO3 (ppm),Site 11,0.08
2018,March,Average NO3 (ppm),Site 11,0.066666667
2018,February,Average NO3 (ppm),Site 11,0.043333333
2018,January,Average NO3 (ppm),Site 11,0.09
2018,December,Average NO3 (ppm),Site 10,0.203333333
2018,November,Average NO3 (ppm),Site 10,0.996666667
2018,September,Average NO3 (ppm),Site 10,0.296666667
2018,August,Average NO3 (ppm),Site 10,0.003333333
2018,July,Average NO3 (ppm),Site 10,0.273333333
2018,June,Average NO3 (ppm),Site 10,0.196666667
2018,April,Average NO3 (ppm),Site 10,0.053333333
2018,March,Average NO3 (ppm),Site 10,0.02
2018,February,Average NO3 (ppm),Site 10,0.106666667
2018,December,Average NO3 (ppm),Site 09,0.096666667
2018,November,Average NO3 (ppm),Site 09,2.003333333
2018,October,Average NO3 (ppm),Site 09,0.006666667
2018,September,Average NO3 (ppm),Site 09,0.6
2018,August,Average NO3 (ppm),Site 09,0.293333333
2018,July,Average NO3 (ppm),Site 09,0.29
2018,June,Average NO3 (ppm),Site 09,0.033333333
2018,April,Average NO3 (ppm),Site 09,0.01
2018,February,Average NO3 (ppm),Site 09,0.173333333
2018,December,Average NO3 (ppm),Site 08,0.55
2018,November,Average NO3 (ppm),Site 08,3.273333333
2018,October,Average NO3 (ppm),Site 08,0.093333333
2018,September,Average NO3 (ppm),Site 08,1.126666667
2018,August,Average NO3 (ppm),Site 08,0.743333333
2018,July,Average NO3 (ppm),Site 08,0.4
2018,June,Average NO3 (ppm),Site 08,0.78
2018,April,Average NO3 (ppm),Site 08,0.02
2018,February,Average NO3 (ppm),Site 08,0.103333333
2018,December,Average NO3 (ppm),Site 07,0.56
2018,November,Average NO3 (ppm),Site 07,0.186666667
2018,September,Average NO3 (ppm),Site 07,1.32
2018,August,Average NO3 (ppm),Site 07,2.136666667
2018,July,Average NO3 (ppm),Site 07,0.03
2018,June,Average NO3 (ppm),Site 07,0.35
2018,May,Average NO3 (ppm),Site 07,0.026666667
2018,April,Average NO3 (ppm),Site 07,0.01
2018,March,Average NO3 (ppm),Site 07,0.033333333
2018,February,Average NO3 (ppm),Site 07,0.12
2018,January,Average NO3 (ppm),Site 07,0.24
2018,December,Average NO3 (ppm),Site 06,0.113333333
2018,November,Average NO3 (ppm),Site 06,0.023333333
2018,September,Average NO3 (ppm),Site 06,0
2018,August,Average NO3 (ppm),Site 06,0
2018,July,Average NO3 (ppm),Site 06,0.013333333
2018,June,Average NO3 (ppm),Site 06,0.093333333
2018,April,Average NO3 (ppm),Site 06,0.026666667
2018,February,Average NO3 (ppm),Site 06,0.023333333
2018,December,Average NO3 (ppm),Site 05,0.116666667
2018,November,Average NO3 (ppm),Site 05,0.07
2018,October,Average NO3 (ppm),Site 05,0.26
2018,September,Average NO3 (ppm),Site 05,0.033333333
2018,August,Average NO3 (ppm),Site 05,0
2018,July,Average NO3 (ppm),Site 05,0.043333333
2018,June,Average NO3 (ppm),Site 05,0.096666667
2018,April,Average NO3 (ppm),Site 05,0.02
2018,February,Average NO3 (ppm),Site 05,0.066666667
2018,December,Average NO3 (ppm),Site 04,0.103333333
2018,November,Average NO3 (ppm),Site 04,0.146666667
2018,October,Average NO3 (ppm),Site 04,0.12
2018,September,Average NO3 (ppm),Site 04,0.056666667
2018,August,Average NO3 (ppm),Site 04,0.036666667
2018,July,Average NO3 (ppm),Site 04,0.046666667
2018,June,Average NO3 (ppm),Site 04,0.106666667
2018,May,Average NO3 (ppm),Site 04,0.066666667
2018,April,Average NO3 (ppm),Site 04,0.006666667
2018,March,Average NO3 (ppm),Site 04,0.01
2018,February,Average NO3 (ppm),Site 04,0.05
2018,January,Average NO3 (ppm),Site 04,0.296666667
2018,December,Average NO3 (ppm),Site 03,0.176666667
2018,November,Average NO3 (ppm),Site 03,0.096666667
2018,October,Average NO3 (ppm),Site 03,0.07
2018,September,Average NO3 (ppm),Site 03,0.013333333
2018,August,Average NO3 (ppm),Site 03,0.02
2018,July,Average NO3 (ppm),Site 03,0.033333333
2018,June,Average NO3 (ppm),Site 03,0.056666667
2018,May,Average NO3 (ppm),Site 03,0.01
2018,April,Average NO3 (ppm),Site 03,0.006666667
2018,February,Average NO3 (ppm),Site 03,0.02
2018,January,Average NO3 (ppm),Site 03,0.166666667
2018,December,Average NO3 (ppm),Site 02,0.043333333
2018,November,Average NO3 (ppm),Site 02,0.003333333
2018,October,Average NO3 (ppm),Site 02,0
2018,September,Average NO3 (ppm),Site 02,0.02
